name,nationality,year,rating,roles
HUNDEN,Denmark,2020,0.79,
s1mple,Ukraine,2021,1.34,
ZywOo,France,2021,1.29,
sh1ro,Russia,2021,1.22,
roeJ,Denmark,2021,1.20,
NiKo,Bosnia,2021,1.19,
HObbit,Kazakhstan,2021,1.16,
Ax1Le,Russia,2021,1.16,
ropz,Estonia,2021,1.15,
Jame,Russia,2021,1.14,
KSCERATO,Brazil,2021,1.14,
El1an,Russia,2021,1.14,
device,Denmark,2021,1.14,
electroNic,Russia,2021,1.13,
blameF,Denmark,2021,1.13,
YEKINDAR,Latvia,2021,1.13,
Spinx,Israel,2021,1.12,
frozen,Slovakia,2021,1.12,
Twistzz,Canada,2021,1.12,
NAF,Canada,2021,1.12,
mir,Russia,2021,1.11,
FL1T,Russia,2021,1.11,
huNter-,Bosnia,2021,1.10,
mantuu,Poland,2021,1.10,
b1t,Ukraine,2021,1.09,
flameZ,Israel,2021,1.09,
broky,Latvia,2021,1.09,
degster,Russia,2021,1.09,
yuurih,Brazil,2021,1.08,
EliGE,USA,2021,1.08,
XANTARES,Turkey,2021,1.08,
k0nfig,Denmark,2021,1.08,
SunPayus,Spain,2021,1.07,
Brollan,Sweden,2021,1.07,
stavn,Denmark,2021,1.07,
valde,Denmark,2021,1.07,
Maden,Montenegro,2021,1.07,
dycha,Poland,2021,1.07,
tabseN,Germany,2021,1.07,
STYKO,Slovakia,2021,1.07,
mezii,UK,2021,1.07,
nicoodoz,Denmark,2021,1.06,
dennyslaw,Bulgaria,2021,1.06,
syrsoN,Germany,2021,1.06,
cadiaN,Denmark,2021,1.06,
TeSeS,Denmark,2021,1.06,
REZ,Sweden,2021,1.06,
zorte,Russia,2021,1.06,
jabbi,Denmark,2021,1.05,
hampus,Sweden,2021,1.05,
Farlig,Denmark,2021,1.04,
hades,Poland,2021,1.04,
dupreeh,Denmark,2021,1.04,
KRIMZ,Sweden,2021,1.04,
Forester,Russia,2021,1.04,
nafany,Russia,2021,1.03,
Perfecto,Russia,2021,1.03,
sdy,Ukraine,2021,1.03,
sjuush,Denmark,2021,1.03,
Magisk,Denmark,2021,1.03,
SHiPZ,Bulgaria,2021,1.03,
mopoz,Spain,2021,1.02,
arT,Brazil,2021,1.02,
alex,Spain,2021,1.02,
poizon,Bulgaria,2021,1.02,
Brehze,USA,2021,1.02,
Qikert,Kazakhstan,2021,1.02,
Bymas,Lithuania,2021,1.02,
Krad,Russia,2021,1.02,
Ethan,USA,2021,1.01,
buster,Kazakhstan,2021,1.01,
misutaaa,France,2021,1.01,
acoR,Denmark,2021,1.01,
oBo,USA,2021,1.01,
rain,Norway,2021,1.01,
KENSI,Russia,2021,1.01,
refrezh,Denmark,2021,1.01,
nawwk,Sweden,2021,1.00,
zehN,Finland,2021,1.00,
niko,Denmark,2021,1.00,
shox,France,2021,1.00,
FalleN,Brazil,2021,1.00,
jks,Australia,2021,0.99,
magixx,Russia,2021,0.99,
Jerry,Russia,2021,0.99,
ISSAA,Jordan,2021,0.99,
amanek,France,2021,0.99,
apEX,France,2021,0.99,
coldzera,Brazil,2021,0.98,
Plopski,Sweden,2021,0.98,
ALEX,UK,2021,0.98,
Stewie2K,USA,2021,0.98,
Boombl4,Russia,2021,0.98,
Zyphon,Denmark,2021,0.97,
Aleksib,Finland,2021,0.97,
CeRq,Bulgaria,2021,0.97,
kennyS,France,2021,0.97,
nexa,Serbia,2021,0.97,
VINI,Brazil,2021,0.97,
Rainwaker,Bulgaria,2021,0.97,
MICHU,Poland,2021,0.97,
DeathZz,Spain,2021,0.97,
es3tag,Denmark,2021,0.96,
Bubzkji,Denmark,2021,0.96,
NickelBack,Russia,2021,0.96,
gla1ve,Denmark,2021,0.96,
Jackinho,Sweden,2021,0.96,
Grim,USA,2021,0.95,
Duplicate,Bulgaria,2021,0.95,
Xyp9x,Denmark,2021,0.95,
dexter,Australia,2021,0.95,
Snappi,Denmark,2021,0.95,
almazer,Russia,2021,0.94,
chopper,Russia,2021,0.94,
interz,Russia,2021,0.94,
k1to,Germany,2021,0.94,
doto,Finland,2021,0.94,
olofmeister,Sweden,2021,0.94,
Lucky,Denmark,2021,0.93,
Lack1,Kazakhstan,2021,0.93,
tarik,USA,2021,0.93,
JACKZ,France,2021,0.92,
LNZ,Sweden,2021,0.91,
karrigan,Denmark,2021,0.91,
gade,Denmark,2021,0.91,
Kyojin,France,2021,0.91,
SANJI,Uzbekistan,2021,0.91,
RpK,France,2021,0.90,
tiziaN,Germany,2021,0.90,
junior,USA,2021,0.89,
dav1g,Spain,2021,0.89,
RUSH,USA,2021,0.89,
HooXi,Denmark,2021,0.88,
stanislaw,Canada,2021,0.87,
honda,Brazil,2021,0.86,
ztr,Sweden,2021,0.86,
JW,Sweden,2021,0.82,
Golden,Sweden,2021,0.79,
sh1ro,Russia,2022,1.26,
s1mple,Ukraine,2022,1.26,
XANTARES,Turkey,2022,1.25,
ZywOo,France,2022,1.24,
blameF,Denmark,2022,1.21,
Ax1Le,Russia,2022,1.21,
NiKo,Bosnia,2022,1.20,
stavn,Denmark,2022,1.16,
degster,Russia,2022,1.15,
m0NESY,Russia,2022,1.15,
frozen,Slovakia,2022,1.15,
KSCERATO,Brazil,2022,1.14,
SunPayus,Spain,2022,1.14,
YEKINDAR,Latvia,2022,1.14,
broky,Latvia,2022,1.13,
Patsi,Russia,2022,1.13,
w0nderful,Ukraine,2022,1.13,
ropz,Estonia,2022,1.12,
yuurih,Brazil,2022,1.12,
FASHR,Netherlands,2022,1.12,
Twistzz,Canada,2022,1.11,
huNter-,Bosnia,2022,1.11,
HObbit,Kazakhstan,2022,1.10,
syrsoN,Germany,2022,1.10,
Jame,Russia,2022,1.10,
flameZ,Israel,2022,1.09,
Spinx,Israel,2022,1.09,
NAF,Canada,2022,1.09,
EliGE,USA,2022,1.09,
dycha,Poland,2022,1.08,
electroNic,Russia,2022,1.08,
b1t,Ukraine,2022,1.08,
FL1T,Russia,2022,1.08,
rain,Norway,2022,1.08,
woxic,Turkey,2022,1.07,
bodyy,France,2022,1.07,
Forester,Russia,2022,1.07,
REZ,Sweden,2022,1.07,
TeSeS,Denmark,2022,1.07,
cadiaN,Denmark,2022,1.06,
zorte,Russia,2022,1.06,
fame,Russia,2022,1.06,
dumau,Brazil,2022,1.06,
roeJ,Denmark,2022,1.06,
Grim,USA,2022,1.06,
torzsi,Hungary,2022,1.06,
k0nfig,Denmark,2022,1.06,
floppy,USA,2022,1.06,
Brollan,Sweden,2022,1.05,
xertioN,Israel,2022,1.05,
nicoodoz,Denmark,2022,1.05,
alex,Spain,2022,1.05,
fer,Brazil,2022,1.05,
tabseN,Germany,2022,1.04,
sjuush,Denmark,2022,1.04,
Magisk,Denmark,2022,1.04,
oSee,USA,2022,1.04,
hades,Poland,2022,1.04,
Perfecto,Russia,2022,1.04,
shalfey,Russia,2022,1.03,
Bymas,Lithuania,2022,1.03,
magixx,Russia,2022,1.03,
jabbi,Denmark,2022,1.03,
jks,Australia,2022,1.03,
mezii,UK,2022,1.03,
afro,France,2022,1.02,
Djoko,France,2022,1.02,
El1an,Russia,2022,1.02,
faveN,Germany,2022,1.02,
boltz,Brazil,2022,1.01,
arT,Brazil,2022,1.01,
valde,Denmark,2022,1.01,
imoRR,Turkey,2022,1.01,
KENSI,Russia,2022,1.01,
n0rb3r7,Russia,2022,1.00,
NickelBack,Russia,2022,1.00,
hampus,Sweden,2022,1.00,
rigoN,Switzerland,2022,1.00,
dupreeh,Denmark,2022,1.00,
saffee,Brazil,2022,1.00,
S1ren,Russia,2022,1.00,
Ex3rcice,France,2022,1.00,
Zyphon,Denmark,2022,1.00,
Maden,Montenegro,2022,1.00,
Staehr,Denmark,2022,0.99,
FalleN,Brazil,2022,0.99,
NEOFRAG,Czechia,2022,0.98,
mopoz,Spain,2022,0.98,
chopper,Russia,2022,0.98,
interz,Russia,2022,0.98,
sdy,Ukraine,2022,0.98,
FaNg,Canada,2022,0.98,
juanflatroo,Kosovo,2022,0.97,
JDC,Germany,2022,0.97,
latto,Brazil,2022,0.97,
Boombl4,Russia,2022,0.97,
KRIMZ,Sweden,2022,0.97,
Krimbo,Germany,2022,0.96,
Norwi,Russia,2022,0.96,
Lack1,Kazakhstan,2022,0.96,
Farlig,Denmark,2022,0.96,
Lucky,France,2022,0.96,
nexa,Serbia,2022,0.96,
gxx-,Kosovo,2022,0.96,
Qikert,Kazakhstan,2022,0.95,
Jerry,Russia,2022,0.95,
Plopski,Sweden,2022,0.95,
refrezh,Denmark,2022,0.95,
JACKZ,France,2022,0.95,
k1to,Germany,2022,0.95,
Xyp9x,Denmark,2022,0.95,
nafany,Russia,2022,0.94,
F1KU,Poland,2022,0.94,
Krad,Russia,2022,0.94,
Aleksib,Finland,2022,0.94,
gla1ve,Denmark,2022,0.93,
ALEX,UK,2022,0.93,
drop,Brazil,2022,0.93,
VINI,Brazil,2022,0.93,
es3tag,Denmark,2022,0.93,
buster,Kazakhstan,2022,0.93,
Snappi,Denmark,2022,0.93,
tiziaN,Germany,2022,0.92,
dexter,Australia,2022,0.92,
DeathZz,Spain,2022,0.92,
slaxz-,Germany,2022,0.92,
sinnopsyy,Kosovo,2022,0.91,
phzy,Sweden,2022,0.91,
karrigan,Denmark,2022,0.91,
misutaaa,France,2022,0.90,
apEX,France,2022,0.90,
dav1g,Spain,2022,0.90,
nitr0,USA,2022,0.89,
SENER1,Kosovo,2022,0.85,
TACO,Brazil,2022,0.83,
HooXi,Denmark,2022,0.82,
JT,South Africa,2022,0.81,
ZywOo,France,2023,1.28,
donk,Russia,2023,1.26,
device,Denmark,2023,1.21,
sh1ro,Russia,2023,1.20,
XANTARES,Turkey,2023,1.20,
NiKo,Bosnia,2023,1.19,
frozen,Slovakia,2023,1.19,
blameF,Denmark,2023,1.18,
s1mple,Ukraine,2023,1.18,
Spinx,Israel,2023,1.17,
m0NESY,Russia,2023,1.17,
zorte,Russia,2023,1.16,
ropz,Estonia,2023,1.16,
Jame,Russia,2023,1.16,
zont1x,Ukraine,2023,1.14,
SunPayus,Spain,2023,1.13,
KSCERATO,Brazil,2023,1.13,
broky,Latvia,2023,1.12,
FL1T,Russia,2023,1.12,
Krimbo,Germany,2023,1.12,
stavn,Denmark,2023,1.12,
Ax1Le,Russia,2023,1.11,
degster,Russia,2023,1.11,
jkaem,Norway,2023,1.10,
EliGE,USA,2023,1.09,
shalfey,Russia,2023,1.09,
Jimpphat,Finland,2023,1.09,
Magisk,Denmark,2023,1.09,
nawwk,Sweden,2023,1.09,
jabbi,Denmark,2023,1.09,
imoRR,Turkey,2023,1.08,
torzsi,Hungary,2023,1.08,
sdy,Ukraine,2023,1.08,
electroNic,Russia,2023,1.08,
biguzera,Brazil,2023,1.08,
rallen,Poland,2023,1.08,
w0nderful,Ukraine,2023,1.08,
NertZ,Israel,2023,1.08,
xertioN,Israel,2023,1.08,
Twistzz,Canada,2023,1.08,
hades,Poland,2023,1.07,
mantuu,Poland,2023,1.07,
cadiaN,Denmark,2023,1.07,
skullz,Brazil,2023,1.07,
ArtFr0st,Russia,2023,1.07,
b1t,Ukraine,2023,1.07,
mezii,UK,2023,1.07,
huNter-,Bosnia,2023,1.06,
prosus,Germany,2023,1.06,
tabseN,Germany,2023,1.06,
NAF,Canada,2023,1.06,
Wicadia,Turkey,2023,1.06,
yuurih,Brazil,2023,1.06,
headtr1ck,Ukraine,2023,1.06,
iM,Romania,2023,1.06,
Woro2k,Ukraine,2023,1.06,
REZ,Sweden,2023,1.06,
n0rb3r7,Russia,2023,1.06,
rain,Norway,2023,1.05,
flameZ,Israel,2023,1.05,
fame,Russia,2023,1.05,
nicoodoz,Denmark,2023,1.05,
CacaNito,North Macedonia,2023,1.04,
HObbit,Kazakhstan,2023,1.04,
gxx-,Kosovo,2023,1.04,
magixx,Russia,2023,1.04,
hallzerk,Norway,2023,1.04,
jL,Lithuania,2023,1.04,
r3salt,Russia,2023,1.04,
sjuush,Denmark,2023,1.04,
DemQQ,Ukraine,2023,1.04,
jks,Australia,2023,1.04,
KEi,Poland,2023,1.03,
mir,Russia,2023,1.03,
TeSeS,Denmark,2023,1.03,
s1n,Germany,2023,1.03,
juanflatroo,Kosovo,2023,1.03,
dupreeh,Denmark,2023,1.03,
floppy,USA,2023,1.03,
br0,Denmark,2023,1.03,
Grim,USA,2023,1.03,
oSee,USA,2023,1.03,
dycha,Poland,2023,1.03,
KaiR0N-,Russia,2023,1.03,
rigoN,Switzerland,2023,1.02,
Perfecto,Russia,2023,1.02,
woxic,Turkey,2023,1.02,
afro,France,2023,1.02,
acoR,Denmark,2023,1.02,
YEKINDAR,Latvia,2023,1.02,
k0nfig,Denmark,2023,1.02,
MartinezSa,Spain,2023,1.02,
faveN,Germany,2023,1.01,
bLitz,Mongolia,2023,1.01,
k1to,Germany,2023,1.01,
kRaSnaL,Poland,2023,1.01,
volt,Romania,2023,1.00,
mopoz,Spain,2023,1.00,
CRUC1AL,Netherlands,2023,1.00,
Brollan,Sweden,2023,1.00,
S1ren,Russia,2023,1.00,
saffee,Brazil,2023,1.00,
Goofy,Poland,2023,1.00,
Calyx,Turkey,2023,1.00,
KRIMZ,Sweden,2023,0.99,
hyped,Germany,2023,0.99,
Jerry,Russia,2023,0.99,
Maden,Montenegro,2023,0.99,
Staehr,Denmark,2023,0.99,
JDC,Germany,2023,0.98,
chelo,Brazil,2023,0.98,
Kylar,Poland,2023,0.98,
roeJ,Denmark,2023,0.98,
Krad,Russia,2023,0.98,
kyxsan,North Macedonia,2023,0.98,
Boombl4,Russia,2023,0.98,
nexa,Serbia,2023,0.98,
FalleN,Brazil,2023,0.97,
Patsi,Russia,2023,0.97,
zevy,Brazil,2023,0.97,
isak,Sweden,2023,0.97,
siuhy,Poland,2023,0.96,
arT,Brazil,2023,0.96,
Buzz,Denmark,2023,0.95,
Qikert,Kazakhstan,2023,0.95,
NEOFRAG,Czechia,2023,0.95,
buster,Kazakhstan,2023,0.95,
Aleksib,Finland,2023,0.94,
chopper,Russia,2023,0.94,
gla1ve,Denmark,2023,0.94,
Techno,Mongolia,2023,0.94,
F1KU,Poland,2023,0.94,
apEX,France,2023,0.94,
sinnopsyy,Kosovo,2023,0.94,
Thomas,UK,2023,0.94,
FASHR,Netherlands,2023,0.93,
STYKO,Slovakia,2023,0.93,
JUST,Portugal,2023,0.93,
nafany,Russia,2023,0.93,
niko,Denmark,2023,0.92,
FaNg,Canada,2023,0.92,
NEKIZ,Brazil,2023,0.92,
hampus,Sweden,2023,0.92,
npl,Ukraine,2023,0.92,
MAJ3R,Turkey,2023,0.91,
Snappi,Denmark,2023,0.91,
nitr0,USA,2023,0.91,
Xyp9x,Denmark,2023,0.91,
Keoz,Belgium,2023,0.91,
sense,Norway,2023,0.90,
b0RUP,Denmark,2023,0.90,
mynio,Poland,2023,0.90,
hardzao,Brazil,2023,0.89,
adamS,Romania,2023,0.89,
drop,Brazil,2023,0.88,
karrigan,Denmark,2023,0.88,
JT,South Africa,2023,0.88,
dexter,Australia,2023,0.87,
SENER1,Kosovo,2023,0.87,
HooXi,Denmark,2023,0.83,
ZywOo,France,2024,1.36,
donk,Russia,2024,1.33,
m0NESY,Russia,2024,1.30,
NiKo,Bosnia,2024,1.19,
sh1ro,Russia,2024,1.16,
KSCERATO,Brazil,2024,1.16,
XANTARES,Turkey,2024,1.15,
b1t,Ukraine,2024,1.15,
insani,Brazil,2024,1.14,
Jimpphat,Finland,2024,1.14,
jL,Lithuania,2024,1.14,
Twistzz,Canada,2024,1.14,
Maka,France,2024,1.13,
EliGE,USA,2024,1.13,
Magnojez,Russia,2024,1.12,
frozen,Slovakia,2024,1.12,
w0nderful,Ukraine,2024,1.12,
malbsMd,Guatemala,2024,1.12,
INS,Australia,2024,1.12,
Spinx,Israel,2024,1.10,
xertioN,Israel,2024,1.10,
NAF,Canada,2024,1.10,
flameZ,Israel,2024,1.10,
ropz,Estonia,2024,1.09,
Perfecto,Russia,2024,1.09,
ewjerkz,Portugal,2024,1.08,
NertZ,Israel,2024,1.08,
Senzu,Mongolia,2024,1.08,
broky,Latvia,2024,1.08,
HObbit,Kazakhstan,2024,1.07,
Krimbo,Germany,2024,1.07,
Brollan,Sweden,2024,1.07,
jabbi,Denmark,2024,1.06,
MartinezSa,Spain,2024,1.06,
zont1x,Ukraine,2024,1.06,
stavn,Denmark,2024,1.06,
Ex3rcice,France,2024,1.06,
biguzera,Brazil,2024,1.06,
arrozdoce,Portugal,2024,1.06,
exit,Brazil,2024,1.06,
hallzerk,Norway,2024,1.05,
SunPayus,Spain,2024,1.05,
torzsi,Hungary,2024,1.05,
TeSeS,Denmark,2024,1.05,
JDC,Germany,2024,1.05,
dgt,Uruguay,2024,1.05,
woxic,Turkey,2024,1.04,
iM,Romania,2024,1.04,
Wicadia,Turkey,2024,1.04,
fame,Russia,2024,1.03,
jks,Australia,2024,1.03,
degster,Russia,2024,1.03,
Techno,Mongolia,2024,1.03,
saffee,Brazil,2024,1.03,
yuurih,Brazil,2024,1.03,
Staehr,Denmark,2024,1.03,
lux,Brazil,2024,1.03,
electroNic,Russia,2024,1.02,
Boombl4,Russia,2024,1.02,
bLitz,Mongolia,2024,1.02,
mezii,UK,2024,1.02,
ultimate,Poland,2024,1.02,
device,Denmark,2024,1.02,
910,Mongolia,2024,1.02,
rain,Norway,2024,1.01,
mzinho,Mongolia,2024,1.01,
sjuush,Denmark,2024,1.01,
Ax1Le,Russia,2024,1.01,
Calyx,Turkey,2024,1.01,
hades,Poland,2024,1.01,
nqz,Brazil,2024,1.01,
zorte,Russia,2024,1.00,
Djoko,France,2024,1.00,
HEN1,Brazil,2024,1.00,
decenty,Brazil,2024,1.00,
FL1T,Russia,2024,1.00,
Grim,USA,2024,1.00,
felps,Brazil,2024,1.00,
Jame,Russia,2024,1.00,
S1ren,Russia,2024,1.00,
Magisk,Denmark,2024,1.00,
Kylar,Poland,2024,1.00,
br0,Denmark,2024,0.99,
Lucky,France,2024,0.99,
magixx,Russia,2024,0.99,
story,Portugal,2024,0.99,
tabseN,Germany,2024,0.99,
huNter-,Bosnia,2024,0.98,
volt,Romania,2024,0.98,
n0rb3r7,Russia,2024,0.98,
HUASOPEEK,Chile,2024,0.98,
KaiR0N-,Russia,2024,0.97,
snow,Brazil,2024,0.97,
Maden,Montenegro,2024,0.97,
syrsoN,Germany,2024,0.97,
drop,Brazil,2024,0.97,
skullz,Brazil,2024,0.97,
noway,Brazil,2024,0.96,
nicoodoz,Denmark,2024,0.96,
acoR,Denmark,2024,0.96,
YEKINDAR,Latvia,2024,0.96,
floppy,USA,2024,0.96,
kyxsan,North Macedonia,2024,0.96,
dycha,Poland,2024,0.95,
prosus,Germany,2024,0.95,
max,Uruguay,2024,0.95,
kauez,Brazil,2024,0.95,
nexa,Serbia,2024,0.95,
Graviti,France,2024,0.94,
FalleN,Brazil,2024,0.94,
dupreeh,Denmark,2024,0.94,
siuhy,Poland,2024,0.94,
isak,Sweden,2024,0.94,
chopper,Russia,2024,0.94,
roman,Portugal,2024,0.94,
gla1ve,Denmark,2024,0.94,
Goofy,Poland,2024,0.94,
brnz4n,Brazil,2024,0.93,
MAJ3R,Turkey,2024,0.93,
MUTiRiS,Portugal,2024,0.93,
aliStair,Australia,2024,0.93,
s1n,Germany,2024,0.93,
chelo,Brazil,2024,0.93,
VINI,Brazil,2024,0.92,
JT,South Africa,2024,0.92,
Aleksib,Finland,2024,0.91,
apEX,France,2024,0.90,
Snax,Poland,2024,0.89,
rigoN,Switzerland,2024,0.89,
Keoz,Belgium,2024,0.88,
Vexite,Australia,2024,0.88,
mir,Russia,2024,0.88,
buda,Argentina,2024,0.88,
cadiaN,Denmark,2024,0.88,
dexter,Australia,2024,0.87,
karrigan,Denmark,2024,0.86,
Liazz,Australia,2024,0.85,
HooXi,Denmark,2024,0.85,
Snappi,Denmark,2024,0.82,
nafany,Russia,2024,0.81,
donk,Russia,2025,1.39,
ZywOo,France,2025,1.32,
m0NESY,Russia,2025,1.24,
KSCERATO,Brazil,2025,1.19,
sh1ro,Russia,2025,1.19,
Twistzz,Canada,2025,1.16,
ropz,Estonia,2025,1.16,
frozen,Slovakia,2025,1.16,
kyousuke,Russia,2025,1.16,
XANTARES,Turkey,2025,1.14,
HeavyGod,Israel,2025,1.13,
molodoy,Kazakhstan,2025,1.12,
NiKo,Bosnia,2025,1.12,
Senzu,Mongolia,2025,1.12,
tN1R,Belarus,2025,1.12,
latto,Brazil,2025,1.11,
flameZ,Israel,2025,1.11,
PR,Czechia,2025,1.11,
Spinx,Israel,2025,1.11,
JamYoung,China,2025,1.11,
YEKINDAR,Latvia,2025,1.10,
MATYS,Slovakia,2025,1.10,
REZ,Sweden,2025,1.10,
Wicadia,Turkey,2025,1.09,
iM,Romania,2025,1.09,
Grim,USA,2025,1.09,
EliGE,USA,2025,1.09,
b1t,Ukraine,2025,1.08,
xertioN,Israel,2025,1.08,
w0nderful,Ukraine,2025,1.08,
npl,Ukraine,2025,1.08,
mezii,UK,2025,1.08,
FL1T,Russia,2025,1.07,
makazze,Kosovo,2025,1.07,
insani,Brazil,2025,1.07,
zont1x,Ukraine,2025,1.06,
Staehr,Denmark,2025,1.06,
torzsi,Hungary,2025,1.06,
jL,Lithuania,2025,1.05,
yuurih,Brazil,2025,1.05,
nqz,Brazil,2025,1.05,
Starry,China,2025,1.05,
z4KR,China,2025,1.05,
mzinho,Mongolia,2025,1.04,
Maka,France,2025,1.04,
stavn,Denmark,2025,1.04,
xfl0ud,Turkey,2025,1.04,
kensizor,Ukraine,2025,1.04,
nilo,Sweden,2025,1.04,
woxic,Turkey,2025,1.04,
910,Mongolia,2025,1.04,
esenthial,Ukraine,2025,1.04,
fame,Russia,2025,1.04,
Moseyuh,China,2025,1.04,
Jimpphat,Finland,2025,1.04,
dumau,Brazil,2025,1.03,
hallzerk,Norway,2025,1.03,
malbsMd,Guatemala,2025,1.03,
device,Denmark,2025,1.03,
NertZ,Israel,2025,1.02,
jabbi,Denmark,2025,1.02,
broky,Latvia,2025,1.02,
rain,Norway,2025,1.02,
bodyy,France,2025,1.02,
dgt,Uruguay,2025,1.02,
Lake,USA,2025,1.02,
Alkaren,Kazakhstan,2025,1.02,
SunPayus,Spain,2025,1.02,
saadzin,Brazil,2025,1.02,
Tauson,Denmark,2025,1.02,
Lucky,France,2025,1.02,
n1ssim,Brazil,2025,1.02,
degster,Russia,2025,1.01,
slaxz-,Germany,2025,1.01,
jcobbb,Poland,2025,1.01,
Ex3rcice,France,2025,1.01,
hyped,Germany,2025,1.01,
jottAAA,Turkey,2025,1.00,
TeSeS,Denmark,2025,1.00,
magixx,Russia,2025,1.00,
ultimate,Poland,2025,1.00,
bLitz,Mongolia,2025,1.00,
dav1deuS,Chile,2025,0.99,
Mercury,China,2025,0.99,
ICY,Kazakhstan,2025,0.99,
Ag1l,Portugal,2025,0.99,
sl3nd,Hungary,2025,0.98,
Cxzi,USA,2025,0.98,
hades,Poland,2025,0.97,
skullz,Brazil,2025,0.97,
JT,South Africa,2025,0.97,
Techno,Mongolia,2025,0.97,
story,Portugal,2025,0.97,
huNter-,Bosnia,2025,0.97,
biguzera,Brazil,2025,0.97,
yxngstxr,Sweden,2025,0.97,
Jee,China,2025,0.97,
FL4MUS,Russia,2025,0.97,
Krimbo,Germany,2025,0.96,
Magisk,Denmark,2025,0.96,
NAF,Canada,2025,0.96,
Graviti,France,2025,0.96,
kyxsan,North Macedonia,2025,0.96,
JDC,Germany,2025,0.96,
electroNic,Russia,2025,0.96,
alex666,Ukraine,2025,0.95,
tabseN,Germany,2025,0.95,
zweih,Russia,2025,0.95,
Perfecto,Russia,2025,0.95,
headtr1ck,Ukraine,2025,0.95,
Brollan,Sweden,2025,0.94,
jks,Australia,2025,0.94,
snow,Brazil,2025,0.93,
lux,Brazil,2025,0.93,
Westmelon,China,2025,0.93,
nicx,USA,2025,0.92,
s1n,Germany,2025,0.92,
apEX,France,2025,0.92,
Swisher,USA,2025,0.92,
MUTiRiS,Portugal,2025,0.92,
saffee,Brazil,2025,0.92,
kyuubii,Germany,2025,0.91,
HooXi,Denmark,2025,0.91,
exit,Brazil,2025,0.91,
chelo,Brazil,2025,0.91,
Aleksib,Finland,2025,0.90,
FalleN,Brazil,2025,0.90,
EmiliaQAQ,China,2025,0.90,
Snax,Poland,2025,0.90,
hypex,Poland,2025,0.89,
siuhy,Poland,2025,0.89,
Lucaozy,Brazil,2025,0.89,
chopper,Russia,2025,0.89,
LNZ,Sweden,2025,0.89,
brnz4n,Brazil,2025,0.89,
kauez,Brazil,2025,0.88,
C4LLM3SU3,China,2025,0.88,
ztr,Sweden,2025,0.86,
Attacker,China,2025,0.86,
MAJ3R,Turkey,2025,0.86,
karrigan,Denmark,2025,0.85,
cadiaN,Denmark,2025,0.84,
